time,geo,sex,age,value_mean,value_median
2017,Cyprus,Males,25 to 54,18233.0,16244.0
2017,Cyprus,Males,25 to 59,18448.0,16244.0
2017,Cyprus,Males,55 to 64,20886.0,16271.0
2017,Cyprus,Males,55 or over,18605.0,14340.0
2017,Cyprus,Males,60 or over,18225.0,13555.0
2017,Cyprus,Males,65 or over,16671.0,12143.0
2017,Cyprus,Females,18 to 54,18377.0,16093.0
2017,Cyprus,Females,18 to 59,18646.0,16109.0
2017,Cyprus,Females,18 to 64,18688.0,15954.0
2017,Cyprus,Females,18 or over,17773.0,14865.0
2017,Cyprus,Females,20 to 64,18789.0,16070.0
2017,Cyprus,Females,25 to 54,18794.0,16509.0
2017,Cyprus,Females,25 to 59,19069.0,16443.0
2017,Cyprus,Females,55 to 64,19977.0,15186.0
2017,Cyprus,Females,55 or over,16701.0,12561.0
2017,Cyprus,Females,60 or over,15506.0,11569.0
2017,Cyprus,Females,65 or over,14237.0,11164.0
2017,Latvia,Total,18 to 54,8808.0,7830.0
2017,Latvia,Total,18 to 59,8682.0,7721.0
2017,Latvia,Total,18 to 64,8623.0,7622.0
2017,Latvia,Total,18 or over,8036.0,6751.0
2017,Latvia,Total,20 to 64,8699.0,7741.0
2017,Latvia,Total,25 to 54,9005.0,8034.0
2017,Latvia,Total,25 to 59,8833.0,7873.0
2017,Latvia,Total,55 to 64,7868.0,7018.0
2017,Latvia,Total,55 or over,6747.0,5245.0
2017,Latvia,Total,60 or over,6458.0,4764.0
2017,Latvia,Total,65 or over,5966.0,4473.0
2017,Latvia,Males,18 to 54,8833.0,7864.0
2017,Latvia,Males,18 to 59,8706.0,7800.0
2017,Latvia,Males,18 to 64,8640.0,7711.0
2017,Latvia,Males,18 or over,8316.0,7176.0
2017,Latvia,Males,20 to 64,8727.0,7821.0
2017,Latvia,Males,25 to 54,9014.0,8034.0
2017,Latvia,Males,25 to 59,8843.0,7912.0
2017,Latvia,Males,55 to 64,7767.0,7022.0
2017,Latvia,Males,55 or over,7188.0,5618.0
2017,Latvia,Males,60 or over,7005.0,5213.0
2017,Latvia,Males,65 or over,6649.0,4865.0
2017,Latvia,Females,18 to 54,8784.0,7816.0
2017,Latvia,Females,18 to 59,8659.0,7671.0
2017,Latvia,Females,18 to 64,8607.0,7582.0
2017,Latvia,Females,18 or over,7812.0,6598.0
2017,Latvia,Females,20 to 64,8674.0,7671.0
2017,Latvia,Females,25 to 54,8997.0,8041.0
2017,Latvia,Females,25 to 59,8823.0,7838.0
2017,Latvia,Females,55 to 64,7946.0,6996.0
2017,Latvia,Females,55 or over,6484.0,4928.0
2017,Latvia,Females,60 or over,6161.0,4557.0
2017,Latvia,Females,65 or over,5633.0,4272.0
2017,Lithuania,Total,18 to 54,8344.0,6838.0
2017,Lithuania,Total,18 to 59,8315.0,6854.0
2017,Lithuania,Total,18 to 64,8240.0,6846.0
2017,Lithuania,Total,18 or over,7672.0,6225.0
2017,Lithuania,Total,20 to 64,8305.0,6892.0
2017,Lithuania,Total,25 to 54,8727.0,7006.0
2017,Lithuania,Total,25 to 59,8631.0,7006.0
2017,Lithuania,Total,55 to 64,7870.0,6882.0
2017,Lithuania,Total,55 or over,6679.0,5236.0
2017,Lithuania,Total,60 or over,6229.0,4785.0
2017,Lithuania,Total,65 or over,5832.0,4533.0
2017,Lithuania,Males,18 to 54,8636.0,6848.0
2017,Lithuania,Males,18 to 59,8562.0,6892.0
2017,Lithuania,Males,18 to 64,8481.0,6911.0
2017,Lithuania,Males,18 or over,8167.0,6515.0
2017,Lithuania,Males,20 to 64,8562.0,6965.0
2017,Lithuania,Males,25 to 54,9099.0,7145.0
2017,Lithuania,Males,25 to 59,8940.0,7127.0
2017,Lithuania,Males,55 to 64,7863.0,7023.0
2017,Lithuania,Males,55 or over,7261.0,5912.0
2017,Lithuania,Males,60 or over,6943.0,5386.0
2017,Lithuania,Males,65 or over,6691.0,5079.0
2017,Lithuania,Females,18 to 54,8058.0,6790.0
2017,Lithuania,Females,18 to 59,8079.0,6838.0
2017,Lithuania,Females,18 to 64,8015.0,6790.0
2017,Lithuania,Females,18 or over,7271.0,5940.0
2017,Lithuania,Females,20 to 64,8066.0,6838.0
2017,Lithuania,Females,25 to 54,8368.0,6927.0
2017,Lithuania,Females,25 to 59,8339.0,6942.0
2017,Lithuania,Females,55 to 64,7875.0,6766.0
2017,Lithuania,Females,55 or over,6326.0,4871.0
2017,Lithuania,Females,60 or over,5836.0,4490.0
2017,Lithuania,Females,65 or over,5403.0,4224.0
2017,Luxembourg,Total,18 to 54,43680.0,40500.0
2017,Luxembourg,Total,18 to 59,44329.0,41167.0
2017,Luxembourg,Total,18 to 64,45006.0,41580.0
2017,Luxembourg,Total,18 or over,45389.0,41614.0
2017,Luxembourg,Total,20 to 64,45268.0,41795.0
2017,Luxembourg,Total,25 to 54,45606.0,42906.0
2017,Luxembourg,Total,25 to 59,46128.0,43222.0
2017,Luxembourg,Total,55 to 64,49436.0,44723.0
2017,Luxembourg,Total,55 or over,47928.0,42263.0
2017,Luxembourg,Total,60 or over,47646.0,42007.0
2017,Luxembourg,Total,65 or over,46720.0,41628.0
2017,Luxembourg,Males,18 to 54,44883.0,41984.0
2017,Luxembourg,Males,18 to 59,45234.0,42063.0
2017,Luxembourg,Males,18 to 64,45875.0,42154.0
2017,Luxembourg,Males,18 or over,46409.0,42154.0
2017,Luxembourg,Males,20 to 64,46051.0,42340.0
2017,Luxembourg,Males,25 to 54,46403.0,43711.0
2017,Luxembourg,Males,25 to 59,46632.0,43711.0
2017,Luxembourg,Males,55 to 64,49314.0,44723.0
2017,Luxembourg,Males,55 or over,48809.0,43074.0
2017,Luxembourg,Males,60 or over,49007.0,42872.0
2017,Luxembourg,Males,65 or over,48390.0,42240.0
2017,Luxembourg,Females,18 to 54,42406.0,38753.0
2017,Luxembourg,Females,18 to 59,43393.0,39535.0
2017,Luxembourg,Females,18 to 64,44102.0,40286.0
2017,Luxembourg,Females,18 or over,44358.0,40396.0
2017,Luxembourg,Females,20 to 64,44452.0,40502.0
2017,Luxembourg,Females,25 to 54,44778.0,42022.0
2017,Luxembourg,Females,25 to 59,45618.0,42094.0
2017,Luxembourg,Females,55 to 64,49557.0,44467.0
2017,Luxembourg,Females,55 or over,47097.0,41912.0
2017,Luxembourg,Females,60 or over,46339.0,41688.0
2017,Luxembourg,Females,65 or over,45193.0,41182.0
2017,Hungary,Total,18 to 54,5811.0,5244.0
2017,Hungary,Total,18 to 59,5792.0,5246.0
2017,Hungary,Total,18 to 64,5755.0,5214.0
2017,Hungary,Total,18 or over,5696.0,5126.0
2017,Hungary,Total,20 to 64,5797.0,5256.0
2017,Hungary,Total,25 to 54,5957.0,5374.0
2017,Hungary,Total,25 to 59,5912.0,5357.0
2017,Hungary,Total,55 to 64,5575.0,5090.0
2017,Hungary,Total,55 or over,5525.0,5007.0
2017,Hungary,Total,60 or over,5484.0,4919.0
2017,Hungary,Total,65 or over,5482.0,4919.0
2017,Hungary,Males,18 to 54,5909.0,5336.0
2017,Hungary,Males,18 to 59,5884.0,5332.0
2017,Hungary,Males,18 to 64,5825.0,5292.0
2017,Hungary,Males,18 or over,5830.0,5279.0
2017,Hungary,Males,20 to 64,5862.0,5332.0
2017,Hungary,Males,25 to 54,6090.0,5491.0
2017,Hungary,Males,25 to 59,6033.0,5449.0
2017,Hungary,Males,55 to 64,5532.0,5116.0
2017,Hungary,Males,55 or over,5689.0,5203.0
2017,Hungary,Males,60 or over,5682.0,5182.0
2017,Hungary,Males,65 or over,5854.0,5258.0
2017,Hungary,Females,18 to 54,5712.0,5166.0
2017,Hungary,Females,18 to 59,5701.0,5172.0
2017,Hungary,Females,18 to 64,5687.0,5126.0
2017,Hungary,Females,18 or over,5578.0,5000.0
2017,Hungary,Females,20 to 64,5735.0,5195.0
2017,Hungary,Females,25 to 54,5825.0,5268.0
2017,Hungary,Females,25 to 59,5794.0,5266.0
2017,Hungary,Females,55 to 64,5611.0,5072.0
2017,Hungary,Females,55 or over,5408.0,4832.0
2017,Hungary,Females,60 or over,5353.0,4778.0
2017,Hungary,Females,65 or over,5252.0,4729.0
2017,Malta,Total,18 to 54,17929.0,16407.0
2017,Malta,Total,18 to 59,17892.0,16316.0
2017,Malta,Total,18 to 64,17688.0,15976.0
2017,Malta,Total,18 or over,16607.0,14675.0
2017,Malta,Total,20 to 64,17768.0,16102.0
2017,Malta,Total,25 to 54,18141.0,16627.0
2017,Malta,Total,25 to 59,18067.0,16525.0
2017,Malta,Total,55 to 64,16781.0,14496.0
2017,Malta,Total,55 or over,14490.0,12218.0
2017,Malta,Total,60 or over,13624.0,11574.0
2017,Malta,Total,65 or over,12795.0,11040.0
2017,Malta,Males,18 to 54,17841.0,16316.0
2017,Malta,Males,18 to 59,17848.0,16231.0
2017,Malta,Males,18 to 64,17780.0,15948.0
2017,Malta,Males,18 or over,16880.0,14948.0
2017,Malta,Males,20 to 64,17904.0,16147.0
2017,Malta,Males,25 to 54,18178.0,16612.0
2017,Malta,Males,25 to 59,18140.0,16452.0
2017,Malta,Males,55 to 64,17548.0,14648.0
2017,Malta,Males,55 or over,15221.0,12810.0
2017,Malta,Males,60 or over,14423.0,12105.0
2017,Malta,Males,65 or over,13336.0,11325.0
2017,Malta,Females,18 to 54,18025.0,16544.0
2017,Malta,Females,18 to 59,17939.0,16446.0
2017,Malta,Females,18 to 64,17589.0,15983.0
2017,Malta,Females,18 or over,16327.0,14424.0
2017,Malta,Females,20 to 64,17623.0,16007.0
2017,Malta,Females,25 to 54,18101.0,16629.0
2017,Malta,Females,25 to 59,17989.0,16576.0
2017,Malta,Females,55 to 64,15994.0,14168.0
2017,Malta,Females,55 or over,13813.0,11696.0
2017,Malta,Females,60 or over,12904.0,11153.0
2017,Malta,Females,65 or over,12330.0,10764.0
2017,Netherlands,Total,18 to 54,27077.0,24991.0
2017,Netherlands,Total,18 to 59,27464.0,25230.0
2017,Netherlands,Total,18 to 64,27509.0,25192.0
2017,Netherlands,Total,18 or over,26476.0,23729.0
2017,Netherlands,Total,20 to 64,27696.0,25408.0
2017,Netherlands,Total,25 to 54,28278.0,25976.0
2017,Netherlands,Total,25 to 59,28553.0,26059.0
2017,Netherlands,Total,55 to 64,29038.0,25847.0
2017,Netherlands,Total,55 or over,25579.0,21711.0
2017,Netherlands,Total,60 or over,24299.0,20629.0
2017,Netherlands,Total,65 or over,23048.0,19886.0
2017,Netherlands,Males,18 to 54,27215.0,25286.0
2017,Netherlands,Males,18 to 59,27639.0,25536.0
2017,Netherlands,Males,18 to 64,27833.0,25647.0
2017,Netherlands,Males,18 or over,27012.0,24444.0
2017,Netherlands,Males,20 to 64,28035.0,25851.0
2017,Netherlands,Males,25 to 54,28470.0,26308.0
2017,Netherlands,Males,25 to 59,28783.0,26373.0
2017,Netherlands,Males,55 to 64,30049.0,26765.0
2017,Netherlands,Males,55 or over,26693.0,23144.0
2017,Netherlands,Males,60 or over,25536.0,21892.0
2017,Netherlands,Males,65 or over,24054.0,20738.0
2017,Netherlands,Females,18 to 54,26934.0,24827.0
2017,Netherlands,Females,18 to 59,27284.0,24967.0
2017,Netherlands,Females,18 to 64,27177.0,24778.0
2017,Netherlands,Females,18 or over,25947.0,23046.0
2017,Netherlands,Females,20 to 64,27350.0,24952.0
2017,Netherlands,Females,25 to 54,28082.0,25721.0
2017,Netherlands,Females,25 to 59,28319.0,25792.0
2017,Netherlands,Females,55 to 64,28025.0,24638.0
2017,Netherlands,Females,55 or over,24548.0,20654.0
2017,Netherlands,Females,60 or over,23185.0,19789.0
2017,Netherlands,Females,65 or over,22171.0,19428.0
2017,Austria,Total,18 to 54,29877.0,27351.0
2017,Austria,Total,18 to 59,30116.0,27666.0
2017,Austria,Total,18 to 64,30238.0,27639.0
2017,Austria,Total,18 or over,29499.0,26877.0
2017,Austria,Total,20 to 64,30352.0,27901.0
2017,Austria,Total,25 to 54,30305.0,27653.0
2017,Austria,Total,25 to 59,30519.0,27941.0
2017,Austria,Total,55 to 64,31500.0,28854.0
2017,Austria,Total,55 or over,28965.0,25831.0
2017,Austria,Total,60 or over,28194.0,24987.0
2017,Austria,Total,65 or over,27246.0,24401.0
2017,Austria,Males,18 to 54,30079.0,27755.0
2017,Austria,Males,18 to 59,30392.0,28083.0
2017,Austria,Males,18 to 64,30529.0,28137.0
2017,Austria,Males,18 or over,30211.0,27462.0
2017,Austria,Males,20 to 64,30654.0,28257.0
2017,Austria,Males,25 to 54,30406.0,27928.0
2017,Austria,Males,25 to 59,30726.0,28215.0
2017,Austria,Males,55 to 64,32130.0,29311.0
2017,Austria,Males,55 or over,30414.0,27184.0
2017,Austria,Males,60 or over,29779.0,26254.0
2017,Austria,Males,65 or over,29101.0,25867.0
2017,Austria,Females,18 to 54,29669.0,27162.0
2017,Austria,Females,18 to 59,29831.0,27296.0
2017,Austria,Females,18 to 64,29940.0,27294.0
2017,Austria,Females,18 or over,28818.0,26016.0
2017,Austria,Females,20 to 64,30045.0,27433.0
2017,Austria,Females,25 to 54,30202.0,27417.0
2017,Austria,Females,25 to 59,30308.0,27653.0
2017,Austria,Females,55 to 64,30874.0,27996.0
2017,Austria,Females,55 or over,27706.0,24728.0
2017,Austria,Females,60 or over,26894.0,23867.0
2017,Austria,Females,65 or over,25777.0,23262.0
2017,Poland,Total,18 to 54,7068.0,6185.0
2017,Poland,Total,18 to 59,7037.0,6170.0
2017,Poland,Total,18 to 64,6981.0,6130.0
2017,Poland,Total,18 or over,6817.0,5951.0
2017,Poland,Total,20 to 64,7027.0,6166.0
2017,Poland,Total,25 to 54,7246.0,6335.0
2017,Poland,Total,25 to 59,7184.0,6261.0
2017,Poland,Total,55 to 64,6707.0,5876.0
2017,Poland,Total,55 or over,6449.0,5719.0
2017,Poland,Total,60 or over,6333.0,5636.0
2017,Poland,Total,65 or over,6222.0,5550.0
2017,Poland,Males,18 to 54,7074.0,6189.0
2017,Poland,Males,18 to 59,7053.0,6166.0
2017,Poland,Males,18 to 64,6988.0,6126.0
2017,Poland,Males,18 or over,6918.0,6069.0
2017,Poland,Males,20 to 64,7039.0,6172.0
2017,Poland,Males,25 to 54,7248.0,6326.0
2017,Poland,Males,25 to 59,7197.0,6261.0
2017,Poland,Males,55 to 64,6707.0,5847.0
2017,Poland,Males,55 or over,6657.0,5911.0
2017,Poland,Males,60 or over,6569.0,5910.0
2017,Poland,Males,65 or over,6605.0,5978.0
2017,Poland,Females,18 to 54,7062.0,6184.0
2017,Poland,Females,18 to 59,7022.0,6172.0
2017,Poland,Females,18 to 64,6974.0,6133.0
2017,Poland,Females,18 or over,6733.0,5890.0
2017,Poland,Females,20 to 64,7017.0,6163.0
2017,Poland,Females,25 to 54,7245.0,6337.0
2017,Poland,Females,25 to 59,7171.0,6261.0
2017,Poland,Females,55 to 64,6707.0,5899.0
2017,Poland,Females,55 or over,6298.0,5533.0
2017,Poland,Females,60 or over,6170.0,5446.0
2017,Poland,Females,65 or over,5980.0,5333.0
2017,Portugal,Total,18 to 54,10778.0,9371.0
2017,Portugal,Total,18 to 59,10890.0,9373.0
2017,Portugal,Total,18 to 64,11022.0,9373.0
2017,Portugal,Total,18 or over,11031.0,9167.0
2017,Portugal,Total,20 to 64,11087.0,9444.0
2017,Portugal,Total,25 to 54,10982.0,9558.0
2017,Portugal,Total,25 to 59,11081.0,9540.0
2017,Portugal,Total,55 to 64,11906.0,9382.0
2017,Portugal,Total,55 or over,11384.0,8816.0
2017,Portugal,Total,60 or over,11313.0,8681.0
2017,Portugal,Total,65 or over,11058.0,8494.0
2017,Portugal,Males,18 to 54,10858.0,9511.0
2017,Portugal,Males,18 to 59,10904.0,9467.0
2017,Portugal,Males,18 to 64,11082.0,9469.0
2017,Portugal,Males,18 or over,11248.0,9369.0
2017,Portugal,Males,20 to 64,11153.0,9495.0
2017,Portugal,Males,25 to 54,11116.0,9705.0
2017,Portugal,Males,25 to 59,11133.0,9600.0
2017,Portugal,Males,55 to 64,11917.0,9262.0
2017,Portugal,Males,55 or over,11850.0,9157.0
2017,Portugal,Males,60 or over,12024.0,9171.0
2017,Portugal,Males,65 or over,11802.0,9054.0
2017,Portugal,Females,18 to 54,10701.0,9254.0
2017,Portugal,Females,18 to 59,10876.0,9304.0
2017,Portugal,Females,18 to 64,10966.0,9295.0
2017,Portugal,Females,18 or over,10842.0,8977.0
2017,Portugal,Females,20 to 64,11025.0,9351.0
2017,Portugal,Females,25 to 54,10856.0,9444.0
2017,Portugal,Females,25 to 59,11033.0,9476.0
2017,Portugal,Females,55 to 64,11895.0,9520.0
2017,Portugal,Females,55 or over,11021.0,8587.0
2017,Portugal,Females,60 or over,10783.0,8340.0
2017,Portugal,Females,65 or over,10527.0,8160.0
2017,Romania,Total,18 to 54,3178.0,2877.0
2017,Romania,Total,18 to 59,3191.0,2894.0
2017,Romania,Total,18 to 64,3194.0,2906.0
2017,Romania,Total,18 or over,3133.0,2845.0
2017,Romania,Total,20 to 64,3229.0,2945.0
2017,Romania,Total,25 to 54,3282.0,2999.0
2017,Romania,Total,25 to 59,3283.0,3001.0
2017,Romania,Total,55 to 64,3251.0,3022.0
2017,Romania,Total,55 or over,3059.0,2784.0
2017,Romania,Total,60 or over,3000.0,2719.0
2017,Romania,Total,65 or over,2916.0,2627.0
2017,Romania,Males,18 to 54,3172.0,2906.0
2017,Romania,Males,18 to 59,3186.0,2913.0
2017,Romania,Males,18 to 64,3199.0,2940.0
2017,Romania,Males,18 or over,3194.0,2945.0
2017,Romania,Males,20 to 64,3240.0,3001.0
2017,Romania,Males,25 to 54,3279.0,3023.0
2017,Romania,Males,25 to 59,3282.0,3023.0
2017,Romania,Males,55 to 64,3308.0,3066.0
2017,Romania,Males,55 or over,3237.0,3030.0
2017,Romania,Males,60 or over,3218.0,3030.0
2017,Romania,Males,65 or over,3174.0,2984.0
2017,Romania,Females,18 to 54,3185.0,2854.0
2017,Romania,Females,18 to 59,3197.0,2867.0
2017,Romania,Females,18 to 64,3189.0,2875.0
2017,Romania,Females,18 or over,3075.0,2735.0
2017,Romania,Females,20 to 64,3218.0,2901.0
2017,Romania,Females,25 to 54,3285.0,2951.0
2017,Romania,Females,25 to 59,3285.0,2951.0
2017,Romania,Females,55 to 64,3200.0,2941.0
2017,Romania,Females,55 or over,2923.0,2598.0
2017,Romania,Females,60 or over,2841.0,2512.0
2017,Romania,Females,65 or over,2741.0,2405.0
2017,Slovenia,Total,18 to 54,14204.0,13437.0
2017,Slovenia,Total,18 to 59,14215.0,13423.0
2017,Slovenia,Total,18 to 64,14094.0,13264.0
2017,Slovenia,Total,18 or over,13760.0,12891.0
2017,Slovenia,Total,20 to 64,14124.0,13302.0
2017,Slovenia,Total,25 to 54,14337.0,13560.0
2017,Slovenia,Total,25 to 59,14329.0,13531.0
2017,Slovenia,Total,55 to 64,13713.0,12547.0
2017,Slovenia,Total,55 or over,13088.0,11801.0
2017,Slovenia,Total,60 or over,12722.0,11483.0
2017,Slovenia,Total,65 or over,12606.0,11379.0
2017,Slovenia,Males,18 to 54,14268.0,13481.0
2017,Slovenia,Males,18 to 59,14329.0,13528.0
2017,Slovenia,Males,18 to 64,14236.0,13402.0
2017,Slovenia,Males,18 or over,14078.0,13149.0
2017,Slovenia,Males,20 to 64,14251.0,13424.0
2017,Slovenia,Males,25 to 54,14321.0,13532.0
2017,Slovenia,Males,25 to 59,14383.0,13583.0
2017,Slovenia,Males,55 to 64,14121.0,13112.0
2017,Slovenia,Males,55 or over,13756.0,12458.0
2017,Slovenia,Males,60 or over,13418.0,12005.0
2017,Slovenia,Males,65 or over,13434.0,11985.0
2017,Slovenia,Females,18 to 54,14138.0,13405.0
2017,Slovenia,Females,18 to 59,14097.0,13292.0
2017,Slovenia,Females,18 to 64,13948.0,13145.0
2017,Slovenia,Females,18 or over,13453.0,12596.0
2017,Slovenia,Females,20 to 64,13992.0,13180.0
2017,Slovenia,Females,25 to 54,14353.0,13587.0
2017,Slovenia,Females,25 to 59,14272.0,13463.0
2017,Slovenia,Females,55 to 64,13317.0,12097.0
2017,Slovenia,Females,55 or over,12526.0,11349.0
2017,Slovenia,Females,60 or over,12168.0,11073.0
2017,Slovenia,Females,65 or over,11983.0,10914.0
2017,Slovakia,Total,18 to 54,7808.0,7500.0
2017,Slovakia,Total,18 to 59,7854.0,7551.0
2017,Slovakia,Total,18 to 64,7849.0,7524.0
2017,Slovakia,Total,18 or over,7690.0,7355.0
2017,Slovakia,Total,20 to 64,7896.0,7592.0
2017,Slovakia,Total,25 to 54,7896.0,7607.0
2017,Slovakia,Total,25 to 59,7939.0,7652.0
2017,Slovakia,Total,55 to 64,8009.0,7615.0
2017,Slovakia,Total,55 or over,7469.0,7034.0
2017,Slovakia,Total,60 or over,7245.0,6755.0
2017,Slovakia,Total,65 or over,6976.0,6535.0
2017,Slovakia,Males,18 to 54,7849.0,7598.0
2017,Slovakia,Males,18 to 59,7870.0,7616.0
2017,Slovakia,Males,18 to 64,7883.0,7616.0
2017,Slovakia,Males,18 or over,7792.0,7468.0
2017,Slovakia,Males,20 to 64,7924.0,7655.0
2017,Slovakia,Males,25 to 54,7915.0,7681.0
2017,Slovakia,Males,25 to 59,7932.0,7695.0
2017,Slovakia,Males,55 to 64,8028.0,7718.0
2017,Slovakia,Males,55 or over,7668.0,7271.0
2017,Slovakia,Males,60 or over,7538.0,7072.0
2017,Slovakia,Males,65 or over,7266.0,6755.0
2017,Slovakia,Females,18 to 54,7766.0,7447.0
2017,Slovakia,Females,18 to 59,7838.0,7504.0
2017,Slovakia,Females,18 to 64,7814.0,7469.0
2017,Slovakia,Females,18 or over,7595.0,7247.0
2017,Slovakia,Females,20 to 64,7867.0,7512.0
2017,Slovakia,Females,25 to 54,7876.0,7540.0
2017,Slovakia,Females,25 to 59,7946.0,7601.0
2017,Slovakia,Females,55 to 64,7992.0,7539.0
2017,Slovakia,Females,55 or over,7317.0,6856.0
2017,Slovakia,Females,60 or over,7033.0,6584.0
2017,Slovakia,Females,65 or over,6790.0,6402.0
2017,Finland,Total,18 to 54,27533.0,25263.0
2017,Finland,Total,18 to 59,28110.0,25711.0
2017,Finland,Total,18 to 64,28344.0,25795.0
2017,Finland,Total,18 or over,27127.0,24293.0
2017,Finland,Total,20 to 64,28446.0,25939.0
2017,Finland,Total,25 to 54,28733.0,26459.0
2017,Finland,Total,25 to 59,29232.0,26838.0
2017,Finland,Total,55 to 64,31028.0,27730.0
2017,Finland,Total,55 or over,26604.0,23002.0
2017,Finland,Total,60 or over,25329.0,21939.0
2017,Finland,Total,65 or over,23784.0,20824.0
2017,Finland,Males,18 to 54,27481.0,25393.0
2017,Finland,Males,18 to 59,27978.0,25808.0
2017,Finland,Males,18 to 64,28243.0,25972.0
2017,Finland,Males,18 or over,27613.0,24905.0
2017,Finland,Males,20 to 64,28345.0,26049.0
2017,Finland,Males,25 to 54,28633.0,26611.0
2017,Finland,Males,25 to 59,29050.0,26892.0
2017,Finland,Males,55 to 64,30864.0,27958.0
2017,Finland,Males,55 or over,27803.0,24264.0
2017,Finland,Males,60 or over,26857.0,23289.0
2017,Finland,Males,65 or over,25609.0,22368.0
2017,Finland,Females,18 to 54,27587.0,25187.0
2017,Finland,Females,18 to 59,28245.0,25601.0
2017,Finland,Females,18 to 64,28447.0,25673.0
2017,Finland,Females,18 or over,26666.0,23758.0
2017,Finland,Females,20 to 64,28548.0,25804.0
2017,Finland,Females,25 to 54,28838.0,26411.0
2017,Finland,Females,25 to 59,29420.0,26797.0
2017,Finland,Females,55 to 64,31186.0,27438.0
2017,Finland,Females,55 or over,25594.0,22001.0
2017,Finland,Females,60 or over,24090.0,20914.0
2017,Finland,Females,65 or over,22375.0,19631.0
2017,Sweden,Total,18 to 54,29045.0,27373.0
2017,Sweden,Total,18 to 59,29793.0,28048.0
2017,Sweden,Total,18 to 64,30318.0,28503.0
2017,Sweden,Total,18 or over,29137.0,26543.0
2017,Sweden,Total,20 to 64,30499.0,28557.0
2017,Sweden,Total,25 to 54,29853.0,28012.0
2017,Sweden,Total,25 to 59,30623.0,28601.0
2017,Sweden,Total,55 to 64,35187.0,33394.0
2017,Sweden,Total,55 or over,29265.0,24679.0
2017,Sweden,Total,60 or over,27901.0,22868.0
2017,Sweden,Total,65 or over,25884.0,20957.0
2017,Sweden,Males,18 to 54,28480.0,27372.0
2017,Sweden,Males,18 to 59,29300.0,27999.0
2017,Sweden,Males,18 to 64,29965.0,28636.0
2017,Sweden,Males,18 or over,29641.0,27161.0
2017,Sweden,Males,20 to 64,30143.0,28798.0
2017,Sweden,Males,25 to 54,29100.0,27884.0
2017,Sweden,Males,25 to 59,29978.0,28513.0
2017,Sweden,Males,55 to 64,35701.0,33954.0
2017,Sweden,Males,55 or over,31371.0,26685.0
2017,Sweden,Males,60 or over,30346.0,25086.0
2017,Sweden,Males,65 or over,28650.0,22773.0
2017,Sweden,Females,18 to 54,29637.0,27396.0
2017,Sweden,Females,18 to 59,30312.0,28121.0
2017,Sweden,Females,18 to 64,30686.0,28336.0
2017,Sweden,Females,18 or over,28638.0,25857.0
2017,Sweden,Females,20 to 64,30869.0,28464.0
2017,Sweden,Females,25 to 54,30639.0,28144.0
2017,Sweden,Females,25 to 59,31302.0,28839.0
2017,Sweden,Females,55 to 64,34658.0,32703.0
2017,Sweden,Females,55 or over,27342.0,22890.0
2017,Sweden,Females,60 or over,25755.0,21156.0
2017,Sweden,Females,65 or over,23521.0,19585.0
2017,Iceland,Total,18 to 54,38131.0,35334.0
2017,Iceland,Total,18 to 59,39143.0,35837.0
2017,Iceland,Total,18 to 64,39656.0,36348.0
2017,Iceland,Total,18 or over,39392.0,35489.0
2017,Iceland,Total,20 to 64,39712.0,36349.0
2017,Iceland,Total,25 to 54,38106.0,35250.0
2017,Iceland,Total,25 to 59,39347.0,35978.0
2017,Iceland,Total,55 to 64,45544.0,41904.0
2017,Iceland,Total,55 or over,41618.0,36318.0
2017,Iceland,Total,60 or over,40057.0,33777.0
2017,Iceland,Total,65 or over,38315.0,31616.0
2017,Iceland,Males,18 to 54,38357.0,35566.0
2017,Iceland,Males,18 to 59,39445.0,36258.0
2017,Iceland,Males,18 to 64,39995.0,36678.0
2017,Iceland,Males,18 or over,39933.0,36197.0
2017,Iceland,Males,20 to 64,40144.0,36836.0
2017,Iceland,Males,25 to 54,38335.0,35556.0
2017,Iceland,Males,25 to 59,39678.0,36349.0
2017,Iceland,Males,55 to 64,46837.0,42382.0
2017,Iceland,Males,55 or over,42884.0,38063.0
2017,Iceland,Males,60 or over,41286.0,35787.0
2017,Iceland,Males,65 or over,39671.0,32686.0
2017,Iceland,Females,18 to 54,37902.0,35031.0
2017,Iceland,Females,18 to 59,38844.0,35623.0
2017,Iceland,Females,18 to 64,39323.0,35970.0
2017,Iceland,Females,18 or over,38868.0,34935.0
2017,Iceland,Females,20 to 64,39292.0,35970.0
2017,Iceland,Females,25 to 54,37878.0,34897.0
2017,Iceland,Females,25 to 59,39025.0,35644.0
2017,Iceland,Females,55 to 64,44423.0,41250.0
2017,Iceland,Females,55 or over,40479.0,34831.0
2017,Iceland,Females,60 or over,38929.0,32458.0
2017,Iceland,Females,65 or over,37057.0,30283.0
2017,Norway,Total,18 to 54,41308.0,39187.0
2017,Norway,Total,18 to 59,42842.0,40098.0
2017,Norway,Total,18 to 64,44490.0,40977.0
2017,Norway,Total,18 or over,43588.0,39466.0
2017,Norway,Total,20 to 64,44836.0,41110.0
2017,Norway,Total,25 to 54,43555.0,40614.0
2017,Norway,Total,25 to 59,45042.0,41469.0
2017,Norway,Total,55 to 64,55468.0,48617.0
2017,Norway,Total,55 or over,46837.0,39905.0
2017,Norway,Total,60 or over,45113.0,37933.0
2017,Norway,Total,65 or over,40763.0,35562.0
