time,geo,sex,age,value_mean,value_median
2020,Slovakia,Total,18 to 54,9421.0,9253.0
2020,Slovakia,Total,18 to 59,9489.0,9333.0
2020,Slovakia,Total,18 to 64,9513.0,9319.0
2020,Slovakia,Total,18 or over,9234.0,8952.0
2020,Slovakia,Total,20 to 64,9564.0,9344.0
2020,Slovakia,Total,25 to 54,9517.0,9333.0
2020,Slovakia,Total,25 to 59,9580.0,9385.0
2020,Slovakia,Total,55 to 64,9869.0,9518.0
2020,Slovakia,Total,55 or over,8927.0,8432.0
2020,Slovakia,Total,60 or over,8627.0,8073.0
2020,Slovakia,Total,65 or over,8230.0,7694.0
2020,Slovakia,Males,18 to 54,9496.0,9342.0
2020,Slovakia,Males,18 to 59,9559.0,9385.0
2020,Slovakia,Males,18 to 64,9603.0,9387.0
2020,Slovakia,Males,18 or over,9364.0,9083.0
2020,Slovakia,Males,20 to 64,9654.0,9454.0
2020,Slovakia,Males,25 to 54,9594.0,9403.0
2020,Slovakia,Males,25 to 59,9653.0,9489.0
2020,Slovakia,Males,55 to 64,10037.0,9658.0
2020,Slovakia,Males,55 or over,9114.0,8630.0
2020,Slovakia,Males,60 or over,8813.0,8285.0
2020,Slovakia,Males,65 or over,8295.0,7796.0
2020,Slovakia,Females,18 to 54,9343.0,9142.0
2020,Slovakia,Females,18 to 59,9416.0,9243.0
2020,Slovakia,Females,18 to 64,9422.0,9225.0
2020,Slovakia,Females,18 or over,9112.0,8804.0
2020,Slovakia,Females,20 to 64,9473.0,9253.0
2020,Slovakia,Females,25 to 54,9436.0,9240.0
2020,Slovakia,Females,25 to 59,9506.0,9308.0
2020,Slovakia,Females,55 to 64,9711.0,9342.0
2020,Slovakia,Females,55 or over,8782.0,8285.0
2020,Slovakia,Females,60 or over,8490.0,7954.0
2020,Slovakia,Females,65 or over,8185.0,7603.0
2020,Finland,Total,18 to 54,29843.0,27118.0
2020,Finland,Total,18 to 59,30529.0,27661.0
2020,Finland,Total,18 to 64,30770.0,27791.0
2020,Finland,Total,18 or over,29118.0,25877.0
2020,Finland,Total,20 to 64,30868.0,27919.0
2020,Finland,Total,25 to 54,31006.0,28269.0
2020,Finland,Total,25 to 59,31629.0,28684.0
2020,Finland,Total,55 to 64,33804.0,30305.0
2020,Finland,Total,55 or over,28238.0,24155.0
2020,Finland,Total,60 or over,26693.0,22779.0
2020,Finland,Total,65 or over,24964.0,21447.0
2020,Finland,Males,18 to 54,29819.0,27370.0
2020,Finland,Males,18 to 59,30426.0,27794.0
2020,Finland,Males,18 to 64,30792.0,27936.0
2020,Finland,Males,18 or over,29795.0,26622.0
2020,Finland,Males,20 to 64,30913.0,28045.0
2020,Finland,Males,25 to 54,30974.0,28374.0
2020,Finland,Males,25 to 59,31513.0,28789.0
2020,Finland,Males,55 to 64,34098.0,30744.0
2020,Finland,Males,55 or over,29763.0,25603.0
2020,Finland,Males,60 or over,28576.0,24451.0
2020,Finland,Males,65 or over,26922.0,23452.0
2020,Finland,Females,18 to 54,29868.0,26886.0
2020,Finland,Females,18 to 59,30636.0,27564.0
2020,Finland,Females,18 to 64,30748.0,27627.0
2020,Finland,Females,18 or over,28475.0,25053.0
2020,Finland,Females,20 to 64,30823.0,27795.0
2020,Finland,Females,25 to 54,31040.0,28200.0
2020,Finland,Females,25 to 59,31748.0,28619.0
2020,Finland,Females,55 to 64,33521.0,29917.0
2020,Finland,Females,55 or over,26944.0,23108.0
2020,Finland,Females,60 or over,25146.0,21447.0
2020,Finland,Females,65 or over,23422.0,20322.0
2020,Sweden,Total,18 to 54,28412.0,26992.0
2020,Sweden,Total,18 to 59,29045.0,27631.0
2020,Sweden,Total,18 to 64,29423.0,27952.0
2020,Sweden,Total,18 or over,28048.0,25925.0
2020,Sweden,Total,20 to 64,29651.0,28106.0
2020,Sweden,Total,25 to 54,29351.0,27676.0
2020,Sweden,Total,25 to 59,29943.0,28328.0
2020,Sweden,Total,55 to 64,33085.0,31939.0
2020,Sweden,Total,55 or over,27570.0,24084.0
2020,Sweden,Total,60 or over,26187.0,22482.0
2020,Sweden,Total,65 or over,24429.0,20692.0
2020,Sweden,Males,18 to 54,29072.0,27481.0
2020,Sweden,Males,18 to 59,29551.0,27939.0
2020,Sweden,Males,18 to 64,29945.0,28333.0
2020,Sweden,Males,18 or over,29115.0,26775.0
2020,Sweden,Males,20 to 64,30189.0,28453.0
2020,Sweden,Males,25 to 54,30102.0,28114.0
2020,Sweden,Males,25 to 59,30508.0,28598.0
2020,Sweden,Males,55 to 64,33139.0,32795.0
2020,Sweden,Males,55 or over,29175.0,25852.0
2020,Sweden,Males,60 or over,28249.0,24325.0
2020,Sweden,Males,65 or over,26731.0,22830.0
2020,Sweden,Females,18 to 54,27732.0,26521.0
2020,Sweden,Females,18 to 59,28528.0,27209.0
2020,Sweden,Females,18 to 64,28888.0,27587.0
2020,Sweden,Females,18 or over,27003.0,24981.0
2020,Sweden,Females,20 to 64,29095.0,27772.0
2020,Sweden,Females,25 to 54,28578.0,27313.0
2020,Sweden,Females,25 to 59,29368.0,28047.0
2020,Sweden,Females,55 to 64,33031.0,31153.0
2020,Sweden,Females,55 or over,26099.0,22340.0
2020,Sweden,Females,60 or over,24323.0,20694.0
2020,Sweden,Females,65 or over,22434.0,19125.0
2020,Norway,Total,18 to 54,42945.0,41150.0
2020,Norway,Total,18 to 59,44663.0,42073.0
2020,Norway,Total,18 to 64,45797.0,42873.0
2020,Norway,Total,18 or over,44728.0,41357.0
2020,Norway,Total,20 to 64,46120.0,43010.0
2020,Norway,Total,25 to 54,45187.0,42215.0
2020,Norway,Total,25 to 59,46873.0,43339.0
2020,Norway,Total,55 to 64,55668.0,50363.0
2020,Norway,Total,55 or over,47247.0,41665.0
2020,Norway,Total,60 or over,44863.0,39613.0
2020,Norway,Total,65 or over,41444.0,36982.0
2020,Norway,Males,18 to 54,43720.0,41511.0
2020,Norway,Males,18 to 59,45366.0,42722.0
2020,Norway,Males,18 to 64,46680.0,43499.0
2020,Norway,Males,18 or over,46228.0,42564.0
2020,Norway,Males,20 to 64,46989.0,43696.0
2020,Norway,Males,25 to 54,45513.0,42640.0
2020,Norway,Males,25 to 59,47175.0,43648.0
2020,Norway,Males,55 to 64,57146.0,51530.0
2020,Norway,Males,55 or over,49996.0,44002.0
2020,Norway,Males,60 or over,48134.0,42094.0
2020,Norway,Males,65 or over,44716.0,39460.0
2020,Norway,Females,18 to 54,42138.0,40619.0
2020,Norway,Females,18 to 59,43935.0,41615.0
2020,Norway,Females,18 to 64,44886.0,42145.0
2020,Norway,Females,18 or over,43243.0,40261.0
2020,Norway,Females,20 to 64,45222.0,42224.0
2020,Norway,Females,25 to 54,44840.0,41998.0
2020,Norway,Females,25 to 59,46555.0,43096.0
2020,Norway,Females,55 to 64,54194.0,49223.0
2020,Norway,Females,55 or over,44712.0,39790.0
2020,Norway,Females,60 or over,41908.0,37209.0
2020,Norway,Females,65 or over,38591.0,34557.0
2020,Switzerland,Total,18 to 54,55090.0,48309.0
2020,Switzerland,Total,18 to 59,56016.0,48941.0
2020,Switzerland,Total,18 to 64,55816.0,48746.0
2020,Switzerland,Total,18 or over,52863.0,45746.0
2020,Switzerland,Total,20 to 64,55799.0,49087.0
2020,Switzerland,Total,25 to 54,55961.0,49314.0
2020,Switzerland,Total,25 to 59,56915.0,50097.0
2020,Switzerland,Total,55 to 64,58121.0,50723.0
2020,Switzerland,Total,55 or over,49993.0,41525.0
2020,Switzerland,Total,60 or over,46961.0,38598.0
2020,Switzerland,Total,65 or over,44443.0,36557.0
2020,Switzerland,Males,18 to 54,56644.0,49344.0
2020,Switzerland,Males,18 to 59,57742.0,50288.0
2020,Switzerland,Males,18 to 64,57602.0,50288.0
2020,Switzerland,Males,18 or over,55596.0,47444.0
2020,Switzerland,Males,20 to 64,57294.0,50549.0
2020,Switzerland,Males,25 to 54,56948.0,50314.0
2020,Switzerland,Males,25 to 59,58198.0,51092.0
2020,Switzerland,Males,55 to 64,60844.0,53051.0
2020,Switzerland,Males,55 or over,54160.0,44466.0
2020,Switzerland,Males,60 or over,51368.0,41509.0
2020,Switzerland,Males,65 or over,49604.0,38903.0
2020,Switzerland,Females,18 to 54,53547.0,47664.0
2020,Switzerland,Females,18 to 59,54333.0,48048.0
2020,Switzerland,Females,18 to 64,54094.0,47714.0
2020,Switzerland,Females,18 or over,50288.0,44095.0
2020,Switzerland,Females,20 to 64,54357.0,47881.0
2020,Switzerland,Females,25 to 54,54975.0,48156.0
2020,Switzerland,Females,25 to 59,55661.0,48832.0
2020,Switzerland,Females,55 to 64,55730.0,48238.0
2020,Switzerland,Females,55 or over,46327.0,39110.0
2020,Switzerland,Females,60 or over,43072.0,36501.0
2020,Switzerland,Females,65 or over,39895.0,34042.0
2020,Montenegro,Total,18 to 54,4553.0,3969.0
2020,Montenegro,Total,18 to 59,4603.0,4042.0
2020,Montenegro,Total,18 to 64,4649.0,4080.0
2020,Montenegro,Total,18 or over,4668.0,4122.0
2020,Montenegro,Total,20 to 64,4696.0,4117.0
2020,Montenegro,Total,25 to 54,4664.0,4103.0
2020,Montenegro,Total,25 to 59,4708.0,4142.0
2020,Montenegro,Total,55 to 64,5036.0,4476.0
2020,Montenegro,Total,55 or over,4901.0,4420.0
2020,Montenegro,Total,60 or over,4875.0,4377.0
2020,Montenegro,Total,65 or over,4762.0,4354.0
2020,Montenegro,Males,18 to 54,4628.0,4003.0
2020,Montenegro,Males,18 to 59,4669.0,4061.0
2020,Montenegro,Males,18 to 64,4703.0,4086.0
2020,Montenegro,Males,18 or over,4748.0,4167.0
2020,Montenegro,Males,20 to 64,4753.0,4138.0
2020,Montenegro,Males,25 to 54,4732.0,4122.0
2020,Montenegro,Males,25 to 59,4768.0,4154.0
2020,Montenegro,Males,55 to 64,5014.0,4475.0
2020,Montenegro,Males,55 or over,5017.0,4505.0
2020,Montenegro,Males,60 or over,5035.0,4520.0
2020,Montenegro,Males,65 or over,5021.0,4534.0
2020,Montenegro,Females,18 to 54,4474.0,3941.0
2020,Montenegro,Females,18 to 59,4533.0,4013.0
2020,Montenegro,Females,18 to 64,4594.0,4059.0
2020,Montenegro,Females,18 or over,4589.0,4086.0
2020,Montenegro,Females,20 to 64,4638.0,4103.0
2020,Montenegro,Females,25 to 54,4594.0,4081.0
2020,Montenegro,Females,25 to 59,4647.0,4120.0
2020,Montenegro,Females,55 to 64,5058.0,4480.0
2020,Montenegro,Females,55 or over,4800.0,4308.0
2020,Montenegro,Females,60 or over,4747.0,4260.0
2020,Montenegro,Females,65 or over,4569.0,4189.0
2020,North Macedonia,Total,18 to 54,3303.0,3071.0
2020,North Macedonia,Total,18 to 59,3332.0,3096.0
2020,North Macedonia,Total,18 to 64,3355.0,3111.0
2020,North Macedonia,Total,18 or over,3393.0,3142.0
2020,North Macedonia,Total,20 to 64,3373.0,3125.0
2020,North Macedonia,Total,25 to 54,3349.0,3125.0
2020,North Macedonia,Total,25 to 59,3378.0,3130.0
2020,North Macedonia,Total,55 to 64,3573.0,3244.0
2020,North Macedonia,Total,55 or over,3569.0,3300.0
2020,North Macedonia,Total,60 or over,3569.0,3309.0
2020,North Macedonia,Total,65 or over,3566.0,3327.0
2020,North Macedonia,Males,18 to 54,3313.0,3084.0
2020,North Macedonia,Males,18 to 59,3342.0,3122.0
2020,North Macedonia,Males,18 to 64,3373.0,3126.0
2020,North Macedonia,Males,18 or over,3418.0,3171.0
2020,North Macedonia,Males,20 to 64,3393.0,3150.0
2020,North Macedonia,Males,25 to 54,3348.0,3133.0
2020,North Macedonia,Males,25 to 59,3377.0,3165.0
2020,North Macedonia,Males,55 to 64,3627.0,3401.0
2020,North Macedonia,Males,55 or over,3637.0,3378.0
2020,North Macedonia,Males,60 or over,3659.0,3372.0
2020,North Macedonia,Males,65 or over,3648.0,3374.0
2020,North Macedonia,Females,18 to 54,3291.0,3054.0
2020,North Macedonia,Females,18 to 59,3322.0,3071.0
2020,North Macedonia,Females,18 to 64,3337.0,3085.0
2020,North Macedonia,Females,18 or over,3369.0,3125.0
2020,North Macedonia,Females,20 to 64,3353.0,3108.0
2020,North Macedonia,Females,25 to 54,3350.0,3121.0
2020,North Macedonia,Females,25 to 59,3378.0,3121.0
2020,North Macedonia,Females,55 to 64,3520.0,3142.0
2020,North Macedonia,Females,55 or over,3509.0,3230.0
2020,North Macedonia,Females,60 or over,3493.0,3246.0
2020,North Macedonia,Females,65 or over,3499.0,3287.0
2020,Albania,Total,18 to 54,3042.0,2614.0
2020,Albania,Total,18 to 59,3069.0,2623.0
2020,Albania,Total,18 to 64,3073.0,2622.0
2020,Albania,Total,18 or over,3025.0,2599.0
2020,Albania,Total,20 to 64,3092.0,2640.0
2020,Albania,Total,25 to 54,3091.0,2642.0
2020,Albania,Total,25 to 59,3117.0,2658.0
2020,Albania,Total,55 to 64,3187.0,2675.0
2020,Albania,Total,55 or over,2996.0,2569.0
2020,Albania,Total,60 or over,2906.0,2513.0
2020,Albania,Total,65 or over,2821.0,2468.0
2020,Albania,Males,18 to 54,3058.0,2615.0
2020,Albania,Males,18 to 59,3084.0,2626.0
2020,Albania,Males,18 to 64,3104.0,2650.0
2020,Albania,Males,18 or over,3061.0,2617.0
2020,Albania,Males,20 to 64,3126.0,2665.0
2020,Albania,Males,25 to 54,3102.0,2644.0
2020,Albania,Males,25 to 59,3126.0,2665.0
2020,Albania,Males,55 to 64,3277.0,2786.0
2020,Albania,Males,55 or over,3066.0,2618.0
2020,Albania,Males,60 or over,2996.0,2569.0
2020,Albania,Males,65 or over,2869.0,2504.0
2020,Albania,Females,18 to 54,3025.0,2614.0
2020,Albania,Females,18 to 59,3054.0,2622.0
2020,Albania,Females,18 to 64,3041.0,2608.0
2020,Albania,Females,18 or over,2990.0,2575.0
2020,Albania,Females,20 to 64,3059.0,2621.0
2020,Albania,Females,25 to 54,3080.0,2627.0
2020,Albania,Females,25 to 59,3107.0,2644.0
2020,Albania,Females,55 to 64,3100.0,2599.0
2020,Albania,Females,55 or over,2930.0,2520.0
2020,Albania,Females,60 or over,2823.0,2447.0
2020,Albania,Females,65 or over,2775.0,2439.0
2020,Serbia,Total,18 to 54,4455.0,3910.0
2020,Serbia,Total,18 to 59,4481.0,3911.0
2020,Serbia,Total,18 to 64,4444.0,3878.0
2020,Serbia,Total,18 or over,4322.0,3774.0
2020,Serbia,Total,20 to 64,4460.0,3889.0
2020,Serbia,Total,25 to 54,4516.0,3960.0
2020,Serbia,Total,25 to 59,4537.0,3960.0
2020,Serbia,Total,55 to 64,4406.0,3710.0
2020,Serbia,Total,55 or over,4142.0,3598.0
2020,Serbia,Total,60 or over,4018.0,3535.0
2020,Serbia,Total,65 or over,3965.0,3503.0
2020,Serbia,Males,18 to 54,4501.0,3963.0
2020,Serbia,Males,18 to 59,4527.0,3960.0
2020,Serbia,Males,18 to 64,4506.0,3910.0
2020,Serbia,Males,18 or over,4401.0,3847.0
2020,Serbia,Males,20 to 64,4528.0,3936.0
2020,Serbia,Males,25 to 54,4554.0,4024.0
2020,Serbia,Males,25 to 59,4576.0,4005.0
2020,Serbia,Males,55 to 64,4523.0,3776.0
2020,Serbia,Males,55 or over,4247.0,3679.0
2020,Serbia,Males,60 or over,4127.0,3666.0
2020,Serbia,Males,65 or over,4042.0,3633.0
2020,Serbia,Females,18 to 54,4407.0,3879.0
2020,Serbia,Females,18 to 59,4435.0,3891.0
2020,Serbia,Females,18 to 64,4382.0,3838.0
2020,Serbia,Females,18 or over,4249.0,3707.0
2020,Serbia,Females,20 to 64,4393.0,3843.0
2020,Serbia,Females,25 to 54,4477.0,3920.0
2020,Serbia,Females,25 to 59,4498.0,3941.0
2020,Serbia,Females,55 to 64,4300.0,3653.0
2020,Serbia,Females,55 or over,4057.0,3507.0
2020,Serbia,Females,60 or over,3933.0,3410.0
2020,Serbia,Females,65 or over,3908.0,3394.0
2020,Turkey,Total,18 to 54,4541.0,3337.0
2020,Turkey,Total,18 to 59,4602.0,3390.0
2020,Turkey,Total,18 to 64,4646.0,3432.0
2020,Turkey,Total,18 or over,4629.0,3418.0
2020,Turkey,Total,20 to 64,4707.0,3473.0
2020,Turkey,Total,25 to 54,4712.0,3435.0
2020,Turkey,Total,25 to 59,4766.0,3488.0
2020,Turkey,Total,55 to 64,5205.0,3878.0
2020,Turkey,Total,55 or over,4869.0,3602.0
2020,Turkey,Total,60 or over,4742.0,3510.0
2020,Turkey,Total,65 or over,4520.0,3365.0
2020,Turkey,Males,18 to 54,4612.0,3389.0
2020,Turkey,Males,18 to 59,4679.0,3444.0
2020,Turkey,Males,18 to 64,4713.0,3477.0
2020,Turkey,Males,18 or over,4725.0,3474.0
2020,Turkey,Males,20 to 64,4772.0,3519.0
2020,Turkey,Males,25 to 54,4772.0,3475.0
2020,Turkey,Males,25 to 59,4834.0,3530.0
2020,Turkey,Males,55 to 64,5262.0,3908.0
2020,Turkey,Males,55 or over,5052.0,3667.0
2020,Turkey,Males,60 or over,4933.0,3596.0
2020,Turkey,Males,65 or over,4809.0,3445.0
2020,Turkey,Females,18 to 54,4469.0,3282.0
2020,Turkey,Females,18 to 59,4524.0,3342.0
2020,Turkey,Females,18 to 64,4577.0,3382.0
2020,Turkey,Females,18 or over,4536.0,3368.0
2020,Turkey,Females,20 to 64,4642.0,3425.0
2020,Turkey,Females,25 to 54,4651.0,3388.0
2020,Turkey,Females,25 to 59,4697.0,3450.0
2020,Turkey,Females,55 to 64,5148.0,3845.0
2020,Turkey,Females,55 or over,4706.0,3535.0
2020,Turkey,Females,60 or over,4581.0,3437.0
2020,Turkey,Females,65 or over,4292.0,3299.0
2021,Belgium,Total,18 to 54,29543.0,28349.0
2021,Belgium,Total,18 to 59,29873.0,28562.0
2021,Belgium,Total,18 to 64,29733.0,28290.0
2021,Belgium,Total,18 or over,27877.0,26249.0
2021,Belgium,Total,20 to 64,29892.0,28444.0
2021,Belgium,Total,25 to 54,30024.0,28902.0
2021,Belgium,Total,25 to 59,30332.0,29161.0
2021,Belgium,Total,55 to 64,30362.0,28080.0
2021,Belgium,Total,55 or over,25607.0,22917.0
2021,Belgium,Total,60 or over,23901.0,21461.0
2021,Belgium,Total,65 or over,22279.0,20427.0
2021,Belgium,Males,18 to 54,30231.0,29013.0
2021,Belgium,Males,18 to 59,30499.0,29307.0
2021,Belgium,Males,18 to 64,30419.0,28968.0
2021,Belgium,Males,18 or over,28675.0,27165.0
2021,Belgium,Males,20 to 64,30604.0,29186.0
2021,Belgium,Males,25 to 54,30691.0,29638.0
2021,Belgium,Males,25 to 59,30930.0,29889.0
2021,Belgium,Males,55 to 64,31053.0,28686.0
2021,Belgium,Males,55 or over,26400.0,23711.0
2021,Belgium,Males,60 or over,24672.0,22123.0
2021,Belgium,Males,65 or over,22814.0,21110.0
2021,Belgium,Females,18 to 54,28845.0,27745.0
2021,Belgium,Females,18 to 59,29234.0,27932.0
2021,Belgium,Females,18 to 64,29041.0,27680.0
2021,Belgium,Females,18 or over,27112.0,25532.0
2021,Belgium,Females,20 to 64,29176.0,27762.0
2021,Belgium,Females,25 to 54,29348.0,28240.0
2021,Belgium,Females,25 to 59,29722.0,28446.0
2021,Belgium,Females,55 to 64,29680.0,27245.0
2021,Belgium,Females,55 or over,24904.0,22256.0
2021,Belgium,Females,60 or over,23249.0,20953.0
2021,Belgium,Females,65 or over,21839.0,19984.0
2021,Bulgaria,Total,18 to 54,7335.0,5653.0
2021,Bulgaria,Total,18 to 59,7380.0,5722.0
2021,Bulgaria,Total,18 to 64,7392.0,5711.0
2021,Bulgaria,Total,18 or over,6792.0,5203.0
2021,Bulgaria,Total,20 to 64,7443.0,5750.0
2021,Bulgaria,Total,25 to 54,7532.0,5809.0
2021,Bulgaria,Total,25 to 59,7555.0,5870.0
2021,Bulgaria,Total,55 to 64,7593.0,5954.0
2021,Bulgaria,Total,55 or over,6063.0,4629.0
2021,Bulgaria,Total,60 or over,5677.0,4275.0
2021,Bulgaria,Total,65 or over,5113.0,3871.0
2021,Bulgaria,Males,18 to 54,7254.0,5671.0
2021,Bulgaria,Males,18 to 59,7273.0,5705.0
2021,Bulgaria,Males,18 to 64,7297.0,5705.0
2021,Bulgaria,Males,18 or over,6919.0,5377.0
2021,Bulgaria,Males,20 to 64,7333.0,5731.0
2021,Bulgaria,Males,25 to 54,7429.0,5743.0
2021,Bulgaria,Males,25 to 59,7426.0,5808.0
2021,Bulgaria,Males,55 to 64,7458.0,5910.0
2021,Bulgaria,Males,55 or over,6381.0,5008.0
2021,Bulgaria,Males,60 or over,6095.0,4739.0
2021,Bulgaria,Males,65 or over,5575.0,4412.0
2021,Bulgaria,Females,18 to 54,7420.0,5652.0
2021,Bulgaria,Females,18 to 59,7493.0,5743.0
2021,Bulgaria,Females,18 to 64,7490.0,5722.0
2021,Bulgaria,Females,18 or over,6676.0,5055.0
2021,Bulgaria,Females,20 to 64,7556.0,5810.0
2021,Bulgaria,Females,25 to 54,7641.0,5845.0
2021,Bulgaria,Females,25 to 59,7690.0,5927.0
2021,Bulgaria,Females,55 to 64,7718.0,5975.0
2021,Bulgaria,Females,55 or over,5822.0,4305.0
2021,Bulgaria,Females,60 or over,5379.0,3895.0
2021,Bulgaria,Females,65 or over,4804.0,3513.0
2021,Czechia,Total,18 to 54,12910.0,11604.0
2021,Czechia,Total,18 to 59,12997.0,11658.0
2021,Czechia,Total,18 to 64,12970.0,11597.0
2021,Czechia,Total,18 or over,12168.0,10735.0
2021,Czechia,Total,20 to 64,13038.0,11671.0
2021,Czechia,Total,25 to 54,13071.0,11723.0
2021,Czechia,Total,25 to 59,13149.0,11754.0
2021,Czechia,Total,55 to 64,13208.0,11592.0
2021,Czechia,Total,55 or over,11065.0,9634.0
2021,Czechia,Total,60 or over,10467.0,9280.0
2021,Czechia,Total,65 or over,9785.0,8946.0
2021,Czechia,Males,18 to 54,13058.0,11695.0
2021,Czechia,Males,18 to 59,13150.0,11754.0
2021,Czechia,Males,18 to 64,13205.0,11745.0
2021,Czechia,Males,18 or over,12575.0,11062.0
2021,Czechia,Males,20 to 64,13318.0,11870.0
2021,Czechia,Males,25 to 54,13286.0,11858.0
2021,Czechia,Males,25 to 59,13363.0,11936.0
2021,Czechia,Males,55 to 64,13818.0,12102.0
2021,Czechia,Males,55 or over,11772.0,10054.0
2021,Czechia,Males,60 or over,11238.0,9667.0
2021,Czechia,Males,65 or over,10409.0,9328.0
2021,Czechia,Females,18 to 54,12759.0,11487.0
2021,Czechia,Females,18 to 59,12842.0,11543.0
2021,Czechia,Females,18 to 64,12733.0,11409.0
2021,Czechia,Females,18 or over,11786.0,10407.0
2021,Czechia,Females,20 to 64,12759.0,11436.0
2021,Czechia,Females,25 to 54,12857.0,11594.0
2021,Czechia,Females,25 to 59,12936.0,11604.0
2021,Czechia,Females,55 to 64,12635.0,11224.0
2021,Czechia,Females,55 or over,10481.0,9262.0
2021,Czechia,Females,60 or over,9850.0,8916.0
2021,Czechia,Females,65 or over,9309.0,8555.0
2021,Denmark,Total,18 to 54,35917.0,33573.0
2021,Denmark,Total,18 to 59,37508.0,34785.0
2021,Denmark,Total,18 to 64,38251.0,35121.0
2021,Denmark,Total,18 or over,36021.0,32117.0
2021,Denmark,Total,20 to 64,38410.0,35201.0
2021,Denmark,Total,25 to 54,38131.0,35479.0
2021,Denmark,Total,25 to 59,39676.0,36297.0
2021,Denmark,Total,55 to 64,46182.0,40626.0
2021,Denmark,Total,55 or over,36157.0,29906.0
2021,Denmark,Total,60 or over,33162.0,27731.0
2021,Denmark,Total,65 or over,29882.0,26165.0
2021,Denmark,Males,18 to 54,36353.0,33934.0
2021,Denmark,Males,18 to 59,37985.0,35217.0
2021,Denmark,Males,18 to 64,38956.0,35641.0
2021,Denmark,Males,18 or over,36967.0,33070.0
2021,Denmark,Males,20 to 64,39225.0,35797.0
2021,Denmark,Males,25 to 54,38331.0,35821.0
2021,Denmark,Males,25 to 59,39949.0,36588.0
2021,Denmark,Males,55 to 64,47792.0,41539.0
2021,Denmark,Males,55 or over,37810.0,31310.0
2021,Denmark,Males,60 or over,34880.0,28698.0
2021,Denmark,Males,65 or over,31032.0,26851.0
2021,Denmark,Females,18 to 54,35479.0,33119.0
2021,Denmark,Females,18 to 59,37029.0,34145.0
2021,Denmark,Females,18 to 64,37545.0,34520.0
2021,Denmark,Females,18 or over,35110.0,31136.0
2021,Denmark,Females,20 to 64,37601.0,34579.0
2021,Denmark,Females,25 to 54,37927.0,35159.0
2021,Denmark,Females,25 to 59,39397.0,36099.0
2021,Denmark,Females,55 to 64,44566.0,39438.0
2021,Denmark,Females,55 or over,34650.0,28840.0
2021,Denmark,Females,60 or over,31642.0,27015.0
2021,Denmark,Females,65 or over,28896.0,25671.0
2021,Germany (until 1990 former territory of the FRG),Total,18 to 54,32072.0,27935.0
2021,Germany (until 1990 former territory of the FRG),Total,18 to 59,32347.0,28229.0
2021,Germany (until 1990 former territory of the FRG),Total,18 to 64,32133.0,27977.0
2021,Germany (until 1990 former territory of the FRG),Total,18 or over,30316.0,26233.0
2021,Germany (until 1990 former territory of the FRG),Total,20 to 64,32336.0,28152.0
